Ploidy,u
2,0.0
2,0.0
2,0.0
2,0.0
2,0.0
2,0.0
2,0.0
2,0.0
2,0.0
2,0.0
2,0.005050505050505051
2,0.005050505050505051
2,0.005050505050505051
2,0.005050505050505051
2,0.005050505050505051
2,0.005050505050505051
2,0.005050505050505051
2,0.005050505050505051
2,0.005050505050505051
2,0.005050505050505051
2,0.010101010101010102
2,0.010101010101010102
2,0.010101010101010102
2,0.010101010101010102
2,0.010101010101010102
2,0.010101010101010102
2,0.010101010101010102
2,0.010101010101010102
2,0.010101010101010102
2,0.010101010101010102
2,0.015151515151515152
2,0.015151515151515152
2,0.015151515151515152
2,0.015151515151515152
2,0.015151515151515152
2,0.015151515151515152
2,0.015151515151515152
2,0.015151515151515152
2,0.015151515151515152
2,0.015151515151515152
2,0.020202020202020204
2,0.020202020202020204
2,0.020202020202020204
2,0.020202020202020204
2,0.020202020202020204
2,0.020202020202020204
2,0.020202020202020204
2,0.020202020202020204
2,0.020202020202020204
2,0.020202020202020204
2,0.025252525252525252
2,0.025252525252525252
2,0.025252525252525252
2,0.025252525252525252
2,0.025252525252525252
2,0.025252525252525252
2,0.025252525252525252
2,0.025252525252525252
2,0.025252525252525252
2,0.025252525252525252
2,0.030303030303030304
2,0.030303030303030304
2,0.030303030303030304
2,0.030303030303030304
2,0.030303030303030304
2,0.030303030303030304
2,0.030303030303030304
2,0.030303030303030304
2,0.030303030303030304
2,0.030303030303030304
2,0.03535353535353535
2,0.03535353535353535
2,0.03535353535353535
2,0.03535353535353535
2,0.03535353535353535
2,0.03535353535353535
2,0.03535353535353535
2,0.03535353535353535
2,0.03535353535353535
2,0.03535353535353535
2,0.04040404040404041
2,0.04040404040404041
2,0.04040404040404041
2,0.04040404040404041
2,0.04040404040404041
2,0.04040404040404041
2,0.04040404040404041
2,0.04040404040404041
2,0.04040404040404041
2,0.04040404040404041
2,0.045454545454545456
2,0.045454545454545456
2,0.045454545454545456
2,0.045454545454545456
2,0.045454545454545456
2,0.045454545454545456
2,0.045454545454545456
2,0.045454545454545456
2,0.045454545454545456
2,0.045454545454545456
2,0.050505050505050504
2,0.050505050505050504
2,0.050505050505050504
2,0.050505050505050504
2,0.050505050505050504
2,0.050505050505050504
2,0.050505050505050504
2,0.050505050505050504
2,0.050505050505050504
2,0.050505050505050504
2,0.05555555555555555
2,0.05555555555555555
2,0.05555555555555555
2,0.05555555555555555
2,0.05555555555555555
2,0.05555555555555555
2,0.05555555555555555
2,0.05555555555555555
2,0.05555555555555555
2,0.05555555555555555
2,0.06060606060606061
2,0.06060606060606061
2,0.06060606060606061
2,0.06060606060606061
2,0.06060606060606061
2,0.06060606060606061
2,0.06060606060606061
2,0.06060606060606061
2,0.06060606060606061
2,0.06060606060606061
2,0.06565656565656566
2,0.06565656565656566
2,0.06565656565656566
2,0.06565656565656566
2,0.06565656565656566
2,0.06565656565656566
2,0.06565656565656566
2,0.06565656565656566
2,0.06565656565656566
2,0.06565656565656566
2,0.0707070707070707
2,0.0707070707070707
2,0.0707070707070707
2,0.0707070707070707
2,0.0707070707070707
2,0.0707070707070707
2,0.0707070707070707
2,0.0707070707070707
2,0.0707070707070707
2,0.0707070707070707
2,0.07575757575757576
2,0.07575757575757576
2,0.07575757575757576
2,0.07575757575757576
2,0.07575757575757576
2,0.07575757575757576
2,0.07575757575757576
2,0.07575757575757576
2,0.07575757575757576
2,0.07575757575757576
2,0.08080808080808081
2,0.08080808080808081
2,0.08080808080808081
2,0.08080808080808081
2,0.08080808080808081
2,0.08080808080808081
2,0.08080808080808081
2,0.08080808080808081
2,0.08080808080808081
2,0.08080808080808081
2,0.08585858585858586
2,0.08585858585858586
2,0.08585858585858586
2,0.08585858585858586
2,0.08585858585858586
2,0.08585858585858586
2,0.08585858585858586
2,0.08585858585858586
2,0.08585858585858586
4,0.08585858585858586
4,0.09090909090909091
2,0.09090909090909091
2,0.09090909090909091
2,0.09090909090909091
2,0.09090909090909091
2,0.09090909090909091
2,0.09090909090909091
2,0.09090909090909091
2,0.09090909090909091
2,0.09090909090909091
2,0.09595959595959595
2,0.09595959595959595
